member_id,loan_amnt,grade,sub_grade,home_ownership,verification_status,issue_d,loan_status,zip_code,addr_state
637291,2000,C,C2,RENT,Not Verified,01-03-2010,Fully Paid,200xx,DC
637337,3000,A,A2,MORTGAGE,Not Verified,01-03-2010,Fully Paid,170xx,PA
637355,2500,C,C3,RENT,Not Verified,01-03-2010,Fully Paid,026xx,MA
637384,10000,D,D2,RENT,Not Verified,01-04-2010,Fully Paid,197xx,DE
637393,25000,E,E3,RENT,Verified,01-03-2010,Fully Paid,064xx,CT
637404,9500,D,D3,RENT,Not Verified,01-03-2010,Fully Paid,223xx,VA
637407,3250,B,B4,OWN,Not Verified,01-03-2010,Fully Paid,790xx,TX
637402,6000,C,C5,RENT,Not Verified,01-03-2010,Fully Paid,114xx,NY
637411,4200,E,E2,RENT,Not Verified,01-04-2010,Charged Off,841xx,UT
637420,7000,A,A2,MORTGAGE,Not Verified,01-03-2010,Fully Paid,481xx,MI
637428,15000,B,B2,OWN,Verified,01-04-2010,Fully Paid,117xx,NY
637429,5000,D,D2,MORTGAGE,Verified,01-03-2010,Fully Paid,925xx,CA
637460,3200,C,C3,MORTGAGE,Verified,01-03-2010,Fully Paid,354xx,AL
637465,12000,B,B4,RENT,Not Verified,01-04-2010,Fully Paid,926xx,CA
637494,7000,A,A5,MORTGAGE,Not Verified,01-03-2010,Fully Paid,452xx,OH
637517,8000,B,B4,RENT,Source Verified,01-04-2010,Charged Off,606xx,IL
637530,25000,D,D2,OWN,Verified,01-05-2010,Fully Paid,347xx,FL
637547,25000,B,B4,MORTGAGE,Not Verified,01-04-2010,Fully Paid,890xx,NV
637571,9600,B,B2,RENT,Not Verified,01-04-2010,Charged Off,450xx,OH
637593,3000,B,B5,RENT,Not Verified,01-03-2010,Fully Paid,927xx,CA
637618,15000,A,A5,MORTGAGE,Source Verified,01-04-2010,Fully Paid,137xx,NY
637652,4000,C,C4,RENT,Not Verified,01-03-2010,Fully Paid,900xx,CA
637654,10000,D,D2,MORTGAGE,Not Verified,01-03-2010,Fully Paid,770xx,TX
637656,15000,B,B3,MORTGAGE,Not Verified,01-04-2010,Charged Off,800xx,CO
637666,10000,B,B2,RENT,Not Verified,01-03-2010,Fully Paid,217xx,MD
637674,2000,D,D2,RENT,Not Verified,01-03-2010,Fully Paid,954xx,CA
637693,7200,C,C3,RENT,Not Verified,01-03-2010,Fully Paid,100xx,NY
637706,3000,A,A3,OWN,Not Verified,01-03-2010,Charged Off,072xx,NJ
637745,2400,B,B4,RENT,Verified,01-03-2010,Fully Paid,750xx,TX
637759,6000,A,A3,MORTGAGE,Not Verified,01-03-2010,Fully Paid,604xx,IL
637765,8000,A,A4,MORTGAGE,Not Verified,01-03-2010,Fully Paid,729xx,AR
637783,25000,B,B2,MORTGAGE,Not Verified,01-04-2010,Fully Paid,293xx,SC
637791,20000,C,C2,RENT,Verified,01-04-2010,Fully Paid,142xx,NY
637810,4000,B,B3,MORTGAGE,Not Verified,01-03-2010,Fully Paid,080xx,NJ
637844,5500,A,A5,RENT,Not Verified,01-03-2010,Fully Paid,945xx,CA
637923,8500,B,B5,MORTGAGE,Not Verified,01-07-2010,Fully Paid,554xx,MN
637926,7500,B,B1,MORTGAGE,Not Verified,01-03-2010,Fully Paid,339xx,FL
637949,16000,B,B3,RENT,Verified,01-04-2010,Fully Paid,926xx,CA
637958,20000,D,D5,MORTGAGE,Not Verified,01-04-2010,Fully Paid,082xx,NJ
638022,7000,A,A3,OWN,Not Verified,01-03-2010,Fully Paid,957xx,CA
638058,12250,B,B1,MORTGAGE,Not Verified,01-04-2010,Fully Paid,220xx,VA
638084,7000,B,B3,RENT,Not Verified,01-04-2010,Fully Paid,332xx,FL
638111,8000,B,B5,RENT,Verified,01-04-2010,Fully Paid,830xx,WY
638159,7500,B,B3,MORTGAGE,Not Verified,01-04-2010,Fully Paid,231xx,VA
638173,5000,C,C2,RENT,Verified,01-03-2010,Fully Paid,221xx,VA
638175,6000,D,D3,RENT,Not Verified,01-03-2010,Fully Paid,086xx,NJ
638178,6000,B,B1,MORTGAGE,Not Verified,01-03-2010,Fully Paid,959xx,CA
638204,12000,B,B3,MORTGAGE,Verified,01-03-2010,Fully Paid,241xx,VA
638208,10000,A,A3,RENT,Not Verified,01-03-2010,Fully Paid,115xx,NY
638264,10000,A,A5,MORTGAGE,Not Verified,01-03-2010,Fully Paid,532xx,WI
630255,9000,A,A5,MORTGAGE,Verified,01-04-2010,Fully Paid,303xx,GA
638293,2100,C,C2,MORTGAGE,Not Verified,01-03-2010,Fully Paid,950xx,CA
638333,8000,C,C4,OWN,Not Verified,01-04-2010,Fully Paid,329xx,FL
638341,10000,B,B5,RENT,Not Verified,01-03-2010,Charged Off,794xx,TX
638359,24000,B,B4,OWN,Not Verified,01-04-2010,Fully Paid,907xx,CA
638362,12000,C,C3,MORTGAGE,Verified,01-05-2010,Fully Paid,331xx,FL
638385,6000,B,B4,MORTGAGE,Not Verified,01-03-2010,Fully Paid,152xx,PA
638429,3500,C,C3,RENT,Not Verified,01-03-2010,Charged Off,857xx,AZ
638473,25000,C,C1,RENT,Verified,01-04-2010,Fully Paid,806xx,CO
638486,14500,C,C1,RENT,Verified,01-04-2010,Fully Paid,910xx,CA
638491,10000,B,B4,MORTGAGE,Not Verified,01-04-2010,Fully Paid,021xx,MA
638489,25000,B,B4,MORTGAGE,Verified,01-04-2010,Fully Paid,190xx,PA
638555,16000,C,C4,OWN,Verified,01-03-2010,Fully Paid,604xx,IL
638578,12000,C,C5,RENT,Not Verified,01-04-2010,Fully Paid,075xx,NJ
638591,3000,D,D1,RENT,Not Verified,01-03-2010,Fully Paid,431xx,OH
638621,3000,A,A4,RENT,Not Verified,01-03-2010,Fully Paid,921xx,CA
638665,24000,B,B2,MORTGAGE,Not Verified,01-04-2010,Charged Off,846xx,UT
638692,9000,A,A5,RENT,Not Verified,01-03-2010,Fully Paid,801xx,CO
638710,8500,A,A4,MORTGAGE,Not Verified,01-03-2010,Fully Paid,168xx,PA
638715,10000,B,B1,RENT,Not Verified,01-04-2010,Fully Paid,554xx,MN
638735,6000,B,B5,MORTGAGE,Not Verified,01-03-2010,Fully Paid,980xx,WA
638752,9200,B,B1,MORTGAGE,Not Verified,01-04-2010,Fully Paid,850xx,AZ
638757,14000,C,C1,RENT,Not Verified,01-04-2010,Fully Paid,344xx,FL
638777,5000,A,A3,RENT,Source Verified,01-03-2010,Fully Paid,100xx,NY
638821,25000,D,D4,MORTGAGE,Verified,01-03-2010,Fully Paid,031xx,NH
638859,10000,B,B2,RENT,Not Verified,01-04-2010,Fully Paid,117xx,NY
638864,5500,C,C2,RENT,Source Verified,01-04-2010,Fully Paid,260xx,WV
638918,3000,D,D4,RENT,Not Verified,01-03-2010,Fully Paid,331xx,FL
638937,1000,D,D2,RENT,Source Verified,01-03-2010,Charged Off,494xx,MI
638993,15000,C,C2,MORTGAGE,Not Verified,01-04-2010,Fully Paid,334xx,FL
639053,12000,A,A4,OWN,Source Verified,01-04-2010,Fully Paid,900xx,CA
639086,3000,B,B4,RENT,Not Verified,01-03-2010,Fully Paid,139xx,NY
639087,16000,E,E1,RENT,Verified,01-05-2010,Fully Paid,303xx,GA
639114,2400,B,B2,RENT,Verified,01-03-2010,Fully Paid,021xx,MA
639128,10000,C,C3,RENT,Not Verified,01-04-2010,Fully Paid,557xx,MN
639140,5000,B,B3,MORTGAGE,Not Verified,01-03-2010,Fully Paid,431xx,OH
639165,20000,D,D1,MORTGAGE,Verified,01-04-2010,Fully Paid,211xx,MD
639237,2500,D,D4,MORTGAGE,Not Verified,01-03-2010,Charged Off,925xx,CA
639260,10000,B,B1,MORTGAGE,Verified,01-04-2010,Fully Paid,410xx,KY
639307,6000,B,B2,RENT,Not Verified,01-04-2010,Fully Paid,113xx,NY
639366,10000,B,B5,OWN,Not Verified,01-04-2010,Fully Paid,113xx,NY
639374,10750,A,A4,MORTGAGE,Not Verified,01-04-2010,Fully Paid,078xx,NJ
639373,3000,E,E4,RENT,Not Verified,01-03-2010,Charged Off,900xx,CA
639411,4000,D,D3,RENT,Not Verified,01-04-2010,Charged Off,894xx,NV
639425,10000,B,B3,RENT,Verified,01-04-2010,Fully Paid,331xx,FL
639455,10000,C,C3,MORTGAGE,Not Verified,01-04-2010,Charged Off,300xx,GA
639530,16500,B,B3,RENT,Source Verified,01-04-2010,Fully Paid,117xx,NY
639542,25000,B,B4,MORTGAGE,Not Verified,01-04-2010,Fully Paid,773xx,TX
639547,10000,B,B2,MORTGAGE,Verified,01-03-2010,Fully Paid,852xx,AZ
639694,1500,B,B5,RENT,Source Verified,01-04-2010,Fully Paid,970xx,OR
638866,7000,D,D2,RENT,Not Verified,01-04-2010,Charged Off,481xx,MI
639725,10000,B,B4,RENT,Verified,01-04-2010,Fully Paid,200xx,DC
639768,10000,D,D3,RENT,Verified,01-03-2010,Fully Paid,945xx,CA
639793,14300,A,A4,RENT,Not Verified,01-04-2010,Fully Paid,943xx,CA
639801,5000,B,B5,RENT,Not Verified,01-04-2010,Fully Paid,260xx,WV
639859,10000,A,A5,MORTGAGE,Verified,01-04-2010,Fully Paid,606xx,IL
639877,16000,C,C1,MORTGAGE,Not Verified,01-04-2010,Fully Paid,333xx,FL
639878,12000,C,C3,RENT,Not Verified,01-06-2010,Fully Paid,333xx,FL
639920,5175,B,B4,MORTGAGE,Not Verified,01-04-2010,Fully Paid,439xx,OH
639929,2850,C,C3,MORTGAGE,Not Verified,01-03-2010,Charged Off,657xx,MO
621719,12000,C,C3,RENT,Not Verified,01-04-2010,Fully Paid,920xx,CA
640025,10000,B,B3,RENT,Source Verified,01-04-2010,Fully Paid,111xx,NY
640042,6250,B,B3,MORTGAGE,Not Verified,01-04-2010,Fully Paid,331xx,FL
640059,24250,D,D1,RENT,Verified,01-04-2010,Fully Paid,926xx,CA
640082,10000,C,C3,RENT,Verified,01-06-2010,Fully Paid,201xx,VA
640086,25000,B,B3,MORTGAGE,Verified,01-04-2010,Fully Paid,483xx,MI
640094,4800,A,A4,MORTGAGE,Not Verified,01-04-2010,Fully Paid,917xx,CA
640103,6000,A,A3,RENT,Not Verified,01-03-2010,Fully Paid,941xx,CA
640137,14000,D,D2,RENT,Not Verified,01-04-2010,Fully Paid,850xx,AZ
640147,10000,B,B4,MORTGAGE,Not Verified,01-04-2010,Fully Paid,920xx,CA
640175,15000,B,B5,MORTGAGE,Not Verified,01-04-2010,Fully Paid,448xx,OH
640196,25000,D,D1,MORTGAGE,Not Verified,01-04-2010,Fully Paid,601xx,IL
640215,25000,D,D1,MORTGAGE,Verified,01-04-2010,Fully Paid,981xx,WA
640244,3000,B,B4,RENT,Source Verified,01-03-2010,Fully Paid,956xx,CA
640253,10000,D,D1,MORTGAGE,Not Verified,01-04-2010,Fully Paid,200xx,DC
640279,8500,D,D4,MORTGAGE,Not Verified,01-04-2010,Fully Paid,622xx,IL
640311,12000,A,A5,MORTGAGE,Not Verified,01-04-2010,Fully Paid,020xx,MA
640317,18300,B,B3,MORTGAGE,Not Verified,01-04-2010,Charged Off,317xx,GA
640324,25000,D,D3,MORTGAGE,Not Verified,01-04-2010,Fully Paid,103xx,NY
640330,7000,C,C5,RENT,Not Verified,01-03-2010,Charged Off,073xx,NJ
640338,3600,A,A1,MORTGAGE,Not Verified,01-03-2010,Fully Paid,351xx,AL
640383,8500,A,A5,RENT,Not Verified,01-04-2010,Fully Paid,113xx,NY
640414,7000,B,B3,RENT,Not Verified,01-04-2010,Fully Paid,846xx,UT
640500,6500,B,B3,MORTGAGE,Not Verified,01-04-2010,Fully Paid,080xx,NJ
640506,24250,E,E4,OWN,Verified,01-04-2010,Fully Paid,105xx,NY
640515,24000,C,C4,MORTGAGE,Verified,01-04-2010,Fully Paid,600xx,IL
640558,2500,B,B5,RENT,Not Verified,01-03-2010,Fully Paid,870xx,NM
640559,6000,B,B2,RENT,Not Verified,01-05-2010,Fully Paid,806xx,CO
640568,2800,C,C5,RENT,Not Verified,01-04-2010,Fully Paid,720xx,AR
640582,7000,B,B5,MORTGAGE,Not Verified,01-04-2010,Fully Paid,070xx,NJ
640587,4000,B,B5,RENT,Not Verified,01-04-2010,Charged Off,945xx,CA
640602,20000,C,C4,RENT,Not Verified,01-04-2010,Fully Paid,931xx,CA
640599,9500,B,B1,RENT,Not Verified,01-04-2010,Fully Paid,750xx,TX
640606,2800,A,A5,RENT,Not Verified,01-04-2010,Fully Paid,530xx,WI
640651,10000,C,C1,RENT,Not Verified,01-04-2010,Fully Paid,021xx,MA
640650,6250,B,B3,OWN,Verified,01-04-2010,Fully Paid,193xx,PA
640658,25000,E,E5,RENT,Verified,01-04-2010,Fully Paid,784xx,TX
640745,5000,A,A5,RENT,Not Verified,01-04-2010,Fully Paid,985xx,WA
640748,1500,B,B4,RENT,Source Verified,01-03-2010,Fully Paid,140xx,NY
640805,20000,B,B2,MORTGAGE,Not Verified,01-04-2010,Fully Paid,773xx,TX
640845,6000,C,C5,RENT,Not Verified,01-03-2010,Fully Paid,029xx,RI
640857,3000,B,B2,RENT,Not Verified,01-03-2010,Fully Paid,117xx,NY
640873,25000,B,B4,RENT,Verified,01-04-2010,Fully Paid,483xx,MI
640880,6500,B,B1,RENT,Verified,01-04-2010,Fully Paid,220xx,VA
640882,5000,B,B3,RENT,Verified,01-04-2010,Fully Paid,335xx,FL
640900,7000,D,D5,RENT,Not Verified,01-04-2010,Fully Paid,109xx,NY
640934,3500,C,C2,RENT,Not Verified,01-04-2010,Fully Paid,430xx,OH
640951,3000,D,D2,RENT,Not Verified,01-04-2010,Fully Paid,344xx,FL
640964,4000,C,C3,RENT,Source Verified,01-04-2010,Fully Paid,088xx,NJ
640994,2000,A,A4,RENT,Not Verified,01-04-2010,Fully Paid,802xx,CO
641022,5000,A,A3,MORTGAGE,Not Verified,01-04-2010,Fully Paid,250xx,WV
641068,8000,B,B2,MORTGAGE,Not Verified,01-04-2010,Fully Paid,946xx,CA
641069,10000,C,C3,RENT,Not Verified,01-04-2010,Fully Paid,191xx,PA
641061,4800,A,A3,RENT,Source Verified,01-04-2010,Fully Paid,629xx,IL
641098,6000,B,B5,RENT,Not Verified,01-04-2010,Fully Paid,100xx,NY
641099,2000,B,B5,RENT,Not Verified,01-04-2010,Fully Paid,441xx,OH
641128,5000,B,B2,RENT,Verified,01-04-2010,Fully Paid,572xx,SD
641132,2000,C,C5,RENT,Source Verified,01-04-2010,Fully Paid,333xx,FL
641134,8100,C,C2,MORTGAGE,Verified,01-04-2010,Fully Paid,021xx,MA
641119,20000,B,B4,RENT,Verified,01-04-2010,Charged Off,100xx,NY
641139,5000,A,A3,MORTGAGE,Not Verified,01-04-2010,Fully Paid,950xx,CA
641174,2400,C,C2,MORTGAGE,Source Verified,01-04-2010,Fully Paid,336xx,FL
641179,6400,B,B1,MORTGAGE,Not Verified,01-04-2010,Fully Paid,243xx,VA
641182,18000,E,E5,RENT,Verified,01-04-2010,Fully Paid,200xx,DC
641195,25000,B,B3,MORTGAGE,Verified,01-04-2010,Fully Paid,750xx,TX
641234,14725,F,F4,OWN,Verified,01-04-2010,Fully Paid,220xx,VA
641240,6000,B,B2,RENT,Not Verified,01-04-2010,Fully Paid,941xx,CA
641261,12500,D,D2,MORTGAGE,Source Verified,01-04-2010,Fully Paid,402xx,KY
641271,3600,A,A3,MORTGAGE,Not Verified,01-04-2010,Fully Paid,716xx,AR
641290,1100,A,A2,RENT,Not Verified,01-04-2010,Fully Paid,940xx,CA
630007,9600,C,C1,RENT,Verified,01-04-2010,Fully Paid,100xx,NY
641302,5000,D,D4,OWN,Not Verified,01-04-2010,Fully Paid,064xx,CT
641317,2500,A,A5,MORTGAGE,Verified,01-04-2010,Fully Paid,877xx,NM
641318,1600,B,B2,MORTGAGE,Not Verified,01-04-2010,Fully Paid,201xx,VA
641320,12000,C,C2,MORTGAGE,Not Verified,01-04-2010,Fully Paid,923xx,CA
641381,9000,E,E5,MORTGAGE,Not Verified,01-04-2010,Fully Paid,981xx,WA
641400,2200,C,C3,RENT,Not Verified,01-04-2010,Charged Off,907xx,CA
641428,10000,B,B4,MORTGAGE,Not Verified,01-04-2010,Fully Paid,201xx,VA
641446,6000,D,D2,RENT,Not Verified,01-04-2010,Fully Paid,118xx,NY
641456,5000,C,C4,RENT,Not Verified,01-04-2010,Fully Paid,806xx,CO
641483,15000,D,D5,MORTGAGE,Verified,01-04-2010,Fully Paid,021xx,MA
641484,10000,D,D3,MORTGAGE,Not Verified,01-04-2010,Fully Paid,980xx,WA
641509,12950,E,E4,RENT,Verified,01-04-2010,Fully Paid,010xx,MA
641533,11000,B,B1,RENT,Verified,01-04-2010,Fully Paid,100xx,NY
641571,4000,A,A3,MORTGAGE,Not Verified,01-04-2010,Fully Paid,958xx,CA
641581,3000,A,A3,RENT,Verified,01-04-2010,Fully Paid,181xx,PA
641618,15000,C,C1,MORTGAGE,Not Verified,01-04-2010,Fully Paid,953xx,CA
641647,12300,A,A5,MORTGAGE,Not Verified,01-04-2010,Fully Paid,446xx,OH
641655,15000,C,C1,MORTGAGE,Not Verified,01-04-2010,Fully Paid,193xx,PA
641678,12000,D,D3,MORTGAGE,Not Verified,01-04-2010,Fully Paid,087xx,NJ
641689,6400,A,A5,RENT,Not Verified,01-04-2010,Fully Paid,112xx,NY
641690,20000,B,B5,MORTGAGE,Not Verified,01-04-2010,Fully Paid,928xx,CA
641752,5000,C,C2,MORTGAGE,Not Verified,01-04-2010,Fully Paid,770xx,TX
547484,2000,A,A1,MORTGAGE,Not Verified,01-04-2010,Fully Paid,191xx,PA
641811,24000,B,B5,MORTGAGE,Not Verified,01-04-2010,Fully Paid,201xx,VA
641823,4000,A,A5,OWN,Not Verified,01-04-2010,Fully Paid,880xx,NM
641826,5500,C,C1,RENT,Not Verified,01-04-2010,Fully Paid,015xx,MA
641844,8000,B,B5,RENT,Not Verified,01-04-2010,Fully Paid,700xx,LA
641846,8000,A,A4,MORTGAGE,Not Verified,01-04-2010,Fully Paid,554xx,MN
641925,3000,B,B3,RENT,Not Verified,01-04-2010,Charged Off,553xx,MN
641985,12250,D,D1,RENT,Not Verified,01-04-2010,Fully Paid,016xx,MA
642014,8000,B,B5,RENT,Not Verified,01-04-2010,Fully Paid,112xx,NY
642035,13500,B,B3,RENT,Not Verified,01-04-2010,Fully Paid,913xx,CA
642050,9000,A,A4,MORTGAGE,Not Verified,01-04-2010,Fully Paid,067xx,CT
642076,5000,B,B1,RENT,Not Verified,01-04-2010,Fully Paid,125xx,NY
642085,9800,B,B2,RENT,Not Verified,01-04-2010,Fully Paid,949xx,CA
642105,16000,B,B1,MORTGAGE,Source Verified,01-04-2010,Fully Paid,809xx,CO
642121,18000,C,C4,RENT,Verified,01-04-2010,Fully Paid,852xx,AZ
642146,10000,B,B4,RENT,Not Verified,01-04-2010,Fully Paid,222xx,VA
642173,11500,A,A5,MORTGAGE,Not Verified,01-04-2010,Fully Paid,173xx,PA
642180,2400,B,B5,OWN,Not Verified,01-04-2010,Fully Paid,762xx,TX
642194,10000,A,A4,MORTGAGE,Not Verified,01-04-2010,Fully Paid,303xx,GA
642198,1000,A,A4,MORTGAGE,Not Verified,01-04-2010,Fully Paid,717xx,AR
642222,7000,A,A5,RENT,Source Verified,01-04-2010,Fully Paid,071xx,NJ
642219,8000,A,A3,MORTGAGE,Not Verified,01-04-2010,Fully Paid,850xx,AZ
642235,9500,D,D3,RENT,Not Verified,01-04-2010,Fully Paid,125xx,NY
642251,10000,B,B4,RENT,Not Verified,01-04-2010,Charged Off,905xx,CA
642254,6000,A,A3,RENT,Not Verified,01-04-2010,Fully Paid,334xx,FL
642271,8000,A,A4,OWN,Not Verified,01-04-2010,Fully Paid,785xx,TX
642324,15000,B,B2,MORTGAGE,Not Verified,01-04-2010,Fully Paid,410xx,KY
642339,16250,B,B4,MORTGAGE,Not Verified,01-04-2010,Fully Paid,303xx,GA
642336,3000,B,B3,OWN,Not Verified,01-04-2010,Fully Paid,905xx,CA
642343,5200,B,B1,MORTGAGE,Source Verified,01-04-2010,Fully Paid,016xx,MA
642347,7200,D,D2,RENT,Not Verified,01-04-2010,Fully Paid,775xx,TX
642396,15000,A,A5,RENT,Source Verified,01-04-2010,Fully Paid,895xx,NV
642421,4900,C,C5,RENT,Not Verified,01-08-2010,Fully Paid,453xx,OH
642434,10000,B,B4,RENT,Not Verified,01-04-2010,Charged Off,650xx,MO
642448,20000,B,B5,MORTGAGE,Source Verified,01-04-2010,Fully Paid,067xx,CT
642464,4800,B,B5,MORTGAGE,Source Verified,01-04-2010,Fully Paid,731xx,OK
642481,5500,A,A4,MORTGAGE,Not Verified,01-04-2010,Fully Paid,365xx,AL
642489,6500,D,D3,MORTGAGE,Source Verified,01-04-2010,Fully Paid,403xx,KY
642500,25000,F,F5,MORTGAGE,Verified,01-04-2010,Charged Off,482xx,MI
642509,16000,C,C4,RENT,Not Verified,01-04-2010,Fully Paid,617xx,IL
642522,19000,B,B3,RENT,Source Verified,01-04-2010,Fully Paid,900xx,CA
642568,3500,A,A3,MORTGAGE,Source Verified,01-04-2010,Fully Paid,125xx,NY
642575,20000,B,B5,MORTGAGE,Not Verified,01-04-2010,Fully Paid,334xx,FL
615802,11000,B,B3,MORTGAGE,Verified,01-04-2010,Fully Paid,894xx,NV
642585,17500,D,D1,MORTGAGE,Not Verified,01-04-2010,Fully Paid,927xx,CA
642610,10000,C,C3,RENT,Not Verified,01-04-2010,Fully Paid,334xx,FL
642645,10000,B,B5,MORTGAGE,Source Verified,01-04-2010,Fully Paid,026xx,MA
642649,6500,A,A5,RENT,Source Verified,01-04-2010,Fully Paid,827xx,WY
642654,4000,B,B4,RENT,Verified,01-04-2010,Fully Paid,760xx,TX
642715,10000,A,A3,MORTGAGE,Not Verified,01-04-2010,Fully Paid,731xx,OK
642734,12000,A,A5,MORTGAGE,Not Verified,01-04-2010,Charged Off,937xx,CA
642744,7000,A,A5,MORTGAGE,Not Verified,01-04-2010,Fully Paid,611xx,IL
642774,5000,A,A3,MORTGAGE,Not Verified,01-04-2010,Fully Paid,978xx,OR
642822,6500,A,A3,MORTGAGE,Not Verified,01-04-2010,Fully Paid,924xx,CA
642866,8800,D,D1,RENT,Verified,01-04-2010,Fully Paid,021xx,MA
642874,13000,B,B2,RENT,Not Verified,01-04-2010,Charged Off,117xx,NY
642906,14500,A,A5,MORTGAGE,Not Verified,01-04-2010,Fully Paid,951xx,CA
642945,7750,C,C4,RENT,Not Verified,01-04-2010,Charged Off,984xx,WA
642948,14000,B,B3,MORTGAGE,Source Verified,01-04-2010,Fully Paid,208xx,MD
642993,15000,B,B4,RENT,Verified,01-04-2010,Fully Paid,641xx,MO
643032,10000,C,C3,MORTGAGE,Source Verified,01-04-2010,Fully Paid,604xx,IL
643042,10000,C,C3,RENT,Not Verified,01-04-2010,Fully Paid,190xx,PA
643120,9600,C,C1,RENT,Not Verified,01-04-2010,Fully Paid,194xx,PA
643125,11500,C,C5,RENT,Not Verified,01-04-2010,Fully Paid,931xx,CA
643138,6400,A,A3,MORTGAGE,Not Verified,01-04-2010,Fully Paid,774xx,TX
643143,19400,C,C2,MORTGAGE,Not Verified,01-04-2010,Charged Off,221xx,VA
643158,3200,A,A5,RENT,Not Verified,01-04-2010,Fully Paid,904xx,CA
643256,10000,A,A3,MORTGAGE,Not Verified,01-04-2010,Fully Paid,080xx,NJ
643277,10000,B,B4,MORTGAGE,Not Verified,01-04-2010,Fully Paid,902xx,CA
643337,2500,C,C2,RENT,Not Verified,01-04-2010,Fully Paid,931xx,CA
643341,15000,D,D4,RENT,Not Verified,01-04-2010,Fully Paid,114xx,NY
643348,7000,A,A3,MORTGAGE,Not Verified,01-04-2010,Fully Paid,444xx,OH
643364,21600,B,B3,MORTGAGE,Verified,01-04-2010,Fully Paid,113xx,NY
643383,8200,B,B5,RENT,Verified,01-04-2010,Fully Paid,757xx,TX
643400,10000,A,A4,MORTGAGE,Not Verified,01-04-2010,Fully Paid,980xx,WA
643418,8000,B,B3,RENT,Not Verified,01-04-2010,Fully Paid,863xx,AZ
643421,10000,A,A3,RENT,Verified,01-04-2010,Fully Paid,945xx,CA
643441,10000,A,A5,MORTGAGE,Verified,01-04-2010,Fully Paid,017xx,MA
643472,4500,B,B3,MORTGAGE,Verified,01-04-2010,Fully Paid,431xx,OH
643481,10750,A,A5,MORTGAGE,Not Verified,01-04-2010,Fully Paid,441xx,OH
643484,7000,C,C4,RENT,Source Verified,01-04-2010,Fully Paid,333xx,FL
643502,20000,B,B5,RENT,Not Verified,01-04-2010,Fully Paid,100xx,NY
643508,18250,C,C1,MORTGAGE,Verified,01-04-2010,Fully Paid,114xx,NY
643530,2000,D,D1,MORTGAGE,Not Verified,01-04-2010,Fully Paid,890xx,NV
643542,5000,B,B4,RENT,Not Verified,01-04-2010,Fully Paid,917xx,CA
643551,17500,C,C4,MORTGAGE,Verified,01-04-2010,Fully Paid,923xx,CA
643539,8000,A,A4,MORTGAGE,Not Verified,01-04-2010,Fully Paid,431xx,OH
643585,2500,A,A4,MORTGAGE,Not Verified,01-04-2010,Fully Paid,451xx,OH
643592,9000,D,D1,RENT,Not Verified,01-04-2010,Fully Paid,110xx,NY
643597,24000,C,C2,RENT,Verified,01-04-2010,Fully Paid,021xx,MA
643599,7200,D,D2,MORTGAGE,Not Verified,01-04-2010,Charged Off,120xx,NY
643600,4800,A,A3,MORTGAGE,Not Verified,01-04-2010,Fully Paid,640xx,MO
643602,18200,B,B4,RENT,Not Verified,01-04-2010,Fully Paid,928xx,CA
643634,5500,A,A4,MORTGAGE,Source Verified,01-04-2010,Fully Paid,328xx,FL
639157,2500,C,C2,RENT,Source Verified,01-04-2010,Fully Paid,956xx,CA
643656,5000,A,A4,RENT,Verified,01-04-2010,Fully Paid,331xx,FL
643657,6000,A,A4,MORTGAGE,Not Verified,01-04-2010,Fully Paid,750xx,TX
643661,9000,B,B1,MORTGAGE,Not Verified,01-04-2010,Fully Paid,852xx,AZ
643665,15000,B,B1,RENT,Not Verified,01-04-2010,Fully Paid,021xx,MA
643705,16000,D,D3,MORTGAGE,Source Verified,01-04-2010,Charged Off,997xx,AK
643708,15000,B,B3,RENT,Verified,01-04-2010,Fully Paid,112xx,NY
643754,16000,B,B3,MORTGAGE,Not Verified,01-04-2010,Fully Paid,126xx,NY
643789,20000,B,B3,MORTGAGE,Not Verified,01-04-2010,Fully Paid,302xx,GA
643798,15000,B,B5,MORTGAGE,Verified,01-05-2010,Fully Paid,152xx,PA
643804,25000,B,B3,MORTGAGE,Verified,01-04-2010,Charged Off,890xx,NV
643806,2500,D,D3,RENT,Not Verified,01-04-2010,Charged Off,432xx,OH
643815,24250,D,D1,MORTGAGE,Verified,01-04-2010,Fully Paid,208xx,MD
643877,10000,B,B1,MORTGAGE,Not Verified,01-04-2010,Fully Paid,053xx,VT
643880,15000,C,C1,MORTGAGE,Not Verified,01-04-2010,Fully Paid,850xx,AZ
643883,7500,C,C2,OWN,Not Verified,01-04-2010,Fully Paid,607xx,IL
643888,7500,B,B2,MORTGAGE,Verified,01-04-2010,Fully Paid,481xx,MI
643894,25000,D,D3,RENT,Source Verified,01-04-2010,Fully Paid,021xx,MA
643950,23500,D,D2,RENT,Verified,01-04-2010,Fully Paid,958xx,CA
643964,3600,A,A4,OWN,Not Verified,01-04-2010,Fully Paid,400xx,KY
640522,14400,D,D4,RENT,Verified,01-04-2010,Fully Paid,142xx,NY
644055,8000,D,D5,OWN,Not Verified,01-04-2010,Charged Off,230xx,VA
644057,18000,B,B2,MORTGAGE,Not Verified,01-04-2010,Fully Paid,874xx,NM
644082,5050,B,B4,RENT,Not Verified,01-04-2010,Fully Paid,021xx,MA
644114,3200,C,C3,RENT,Not Verified,01-04-2010,Fully Paid,919xx,CA
