id,revol_bal,total_acc,total_pymnt,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d
462464,42613,38,482.67,01-01-2010,483.72,01-05-2016
462518,1877,17,5655.660076,01-02-2012,1697.99,01-03-2015
462526,7862,35,9813.642278,01-06-2012,1868.16,01-07-2015
462531,11484,37,6258.920638,01-12-2012,176.87,01-12-2012
462538,22576,13,22891.44876,01-05-2011,12774.06,01-01-2015
462584,28404,28,21146.70814,01-06-2010,17821.4,01-05-2016
462641,26040,42,8664.741641,01-04-2010,2.58,01-06-2015
462643,8109,15,17478.56144,01-09-2011,7458.6,01-02-2016
462644,24127,47,15898.55114,01-12-2012,484.6,01-04-2016
462650,10677,16,13989.33844,01-08-2012,1905.49,01-04-2016
462651,13264,19,19469.70936,01-12-2012,572.66,01-12-2012
462657,9972,21,11903.64367,01-09-2012,1324.29,01-09-2012
462688,3317,6,10088.29999,01-12-2012,304.86,01-12-2012
462689,73196,43,7923.013474,01-05-2012,1730.17,01-05-2012
462696,3125,10,11884.97251,01-04-2012,2864.91,01-05-2016
462697,2063,13,4472.468915,01-12-2012,136.73,01-07-2015
462705,4763,17,3102.737753,01-12-2012,90.62,01-02-2014
462714,11725,7,19638.02,01-10-2011,1141.95,01-04-2016
462715,4360,15,7950.931095,01-08-2012,1094.49,01-08-2013
462734,8436,10,25189.87635,01-12-2012,753.38,01-11-2013
462753,3407,28,7469.16519,01-01-2013,345.9,01-04-2016
462762,35174,27,18226.57234,01-12-2012,542.63,01-04-2016
462778,2379,36,6644.341426,01-01-2013,9.6,01-02-2013
462805,8368,10,11868.61267,01-12-2012,358.74,01-05-2016
462808,11197,14,17844.78045,01-03-2012,4820,01-03-2013
462809,16116,46,3413.910621,01-12-2012,96.22,01-05-2016
462824,14200,42,16415.93914,01-07-2011,7825.46,01-05-2016
462832,1957,27,14242.92237,01-12-2012,425.3,01-12-2012
462848,13313,36,6052.780745,01-05-2011,3216.57,01-05-2011
462851,12863,13,24088.11863,01-10-2010,9196.67,01-06-2013
462863,35236,19,27170.12269,01-12-2012,806.86,01-03-2016
462890,28450,10,5203.479748,01-12-2010,14.78,01-12-2010
462906,444,37,10556.77527,01-06-2010,8905.29,01-06-2010
462995,18252,32,13338.70744,01-10-2011,5340.36,01-08-2014
463000,121563,22,29216.04407,01-12-2012,866.51,01-05-2016
463005,1506,20,1809.292711,01-08-2012,146.61,01-05-2016
463044,17900,27,3386.780119,01-05-2011,12.48,01-05-2016
463049,13042,22,21084.19983,01-12-2012,629.34,01-05-2016
463113,54727,32,8600.461645,01-03-2012,2301.36,01-05-2016
463123,1125,11,1676.322477,01-10-2012,143.7,01-10-2012
463130,446,9,3354.351686,01-12-2012,104.09,01-08-2013
463133,10894,11,17679.54134,01-03-2012,4795.37,01-01-2016
463151,8091,28,8603.511144,01-05-2011,4571.58,01-04-2014
463158,6433,9,7001.225709,01-01-2012,2266.6,01-12-2015
463175,5720,27,8196.233464,01-04-2011,4642.01,01-04-2011
463199,15109,25,32890.88107,01-01-2013,944.01,01-02-2013
463203,30423,21,3300.676896,01-12-2011,1150.23,01-11-2013
463214,23092,45,28462.26347,01-10-2012,2397.35,01-03-2016
463269,16077,9,11250.13158,01-04-2011,6316.49,01-04-2011
463279,9713,18,10441.25121,01-08-2012,1440.99,01-08-2012
463305,13236,26,23876.28958,01-09-2010,18628.46,01-09-2015
463333,1124,15,5340.923738,01-08-2010,4193.8,01-05-2016
463376,3676,29,6827.936723,01-12-2012,192.96,01-05-2016
463390,100842,33,24972.18445,01-04-2010,23359.87,01-04-2010
463406,22259,17,11620.40705,01-09-2011,2839.84,01-04-2014
463412,3275,47,3637.373166,01-06-2012,792.01,01-09-2013
463417,22837,23,15560.01061,01-01-2013,342.12,01-05-2016
463418,3252,26,18654.43794,01-02-2013,579.27,01-02-2013
463442,26636,10,25043.4919,01-02-2013,760.73,01-02-2013
463465,29860,22,17801.92571,01-05-2011,9511.23,01-05-2016
463467,55622,16,27786.2346,01-08-2011,60.02,01-08-2011
463478,60767,45,14587.55002,01-06-2010,12370.65,01-10-2011
463612,7370,14,6453.6,01-04-2011,403.6,01-05-2016
463701,8959,8,8184.760803,01-12-2011,10.89,01-12-2011
463702,0,35,4566.04,01-07-2012,400.11,01-11-2012
463703,10490,16,11437.69104,01-12-2012,348.36,01-12-2015
463711,33383,17,30119.64009,01-12-2012,910.84,01-12-2012
463722,10465,32,2136.79,01-10-2010,190.63,01-04-2016
463730,11873,17,2795.293072,01-12-2012,85.68,01-04-2016
463764,10046,37,11261.53681,01-01-2011,7198.36,01-01-2011
463796,10257,21,7305.391904,01-12-2012,208.25,01-12-2012
463797,28960,19,19903.56124,01-01-2011,13318.86,01-01-2011
463800,33107,17,31641.52985,01-12-2012,952.37,01-12-2012
463814,14977,36,24837.97768,01-12-2011,8537.71,01-03-2013
463832,41347,24,23858.84185,01-02-2013,732.15,01-05-2016
463873,10788,27,5507.117658,01-12-2012,156.51,01-12-2012
463901,2261,24,5300.6,01-08-2010,662.68,01-05-2016
463906,38043,19,23303.07134,01-10-2011,9333.66,01-05-2016
463918,4692,37,4539.435056,01-09-2012,354.4,01-11-2015
463973,6525,31,10419.72661,01-07-2010,10.55,01-07-2010
463976,7893,30,7766.861532,01-11-2011,2893.29,01-11-2011
463985,8652,22,8946.109201,01-12-2012,277.22,01-11-2015
464066,25498,13,13640.67036,01-05-2011,7627.6,01-10-2015
464068,5282,12,6528.042744,01-12-2012,195.98,01-09-2015
464069,19112,15,1834.238605,01-12-2012,60.52,01-12-2012
464080,28559,14,16298.71,01-09-2011,416.53,01-01-2012
464085,10227,20,29969.86883,01-12-2012,858.29,01-11-2015
464091,7427,14,11230.29304,01-12-2012,332.13,01-12-2012
464114,6126,16,8824.465874,01-07-2012,1445.49,01-05-2016
464146,21275,18,9150.132371,01-12-2012,277,01-12-2012
464167,37803,31,5416.315333,01-05-2011,2939.07,01-05-2011
464192,5238,7,5904.977298,01-12-2012,165.67,01-12-2012
464236,15239,22,8391.562904,01-12-2012,240.61,01-12-2012
464263,9305,29,10629.07648,01-12-2012,298.31,01-12-2012
464266,20908,13,4795.176,01-12-2012,140.16,01-12-2012
464273,25547,35,25680.14841,01-12-2012,777.53,01-12-2012
464357,6528,16,8621.36059,01-12-2012,242.01,01-12-2012
464368,26552,22,19151.2,01-07-2011,765.9,01-05-2016
464399,1820,6,20830.16,01-05-2012,738.71,01-09-2012
464400,119,11,6768.217805,01-03-2012,1838.82,01-03-2012
464433,14914,26,17846.45258,01-03-2011,10499.87,01-05-2016
464441,11219,30,21674.66697,01-04-2011,7.75,01-04-2016
464469,1126,17,20708.82,01-06-2010,7615.29,01-06-2010
464477,117,4,5303.835983,01-03-2012,1434.84,01-07-2013
464493,7994,24,7193.030744,01-12-2012,204.04,01-12-2012
464502,15889,13,11280.38272,01-03-2012,3064.47,01-08-2013
464507,24235,44,5103.812733,01-09-2010,3.5,01-03-2016
464514,14096,21,6958.293785,01-05-2013,211.93,01-05-2016
464529,2816,12,4531.201648,01-01-2011,2888.99,01-11-2015
464535,68649,50,17037.31594,01-12-2010,13402.99,01-01-2011
464583,13013,17,5992.66,01-08-2011,290.17,01-01-2012
464609,3370,14,2036.075843,01-03-2010,1912.49,01-05-2016
464630,21,31,6221.140834,01-02-2011,195.9,01-11-2015
464664,25036,29,30034.08667,01-08-2012,4129.69,01-11-2014
464677,21756,18,17606.24821,01-03-2011,10623.95,01-05-2016
464707,4556,30,19924.88382,01-01-2011,13849.72,01-01-2011
464715,2826,18,16952.99676,01-05-2012,5056.99,01-08-2012
464760,6644,18,8944.760714,01-04-2012,2180.1,01-05-2012
464784,11664,15,9638.22625,01-12-2012,280.49,01-12-2012
464824,9348,18,10291.80627,01-11-2012,586.07,01-05-2016
464841,6252,13,2706.885548,01-10-2010,1969,01-08-2013
464899,3670,22,22598.99192,01-08-2011,1916.03,01-09-2011
464904,6704,17,1732.12,01-09-2011,81.93,01-05-2016
464919,19351,34,7152.916851,01-02-2010,6917.59,01-03-2013
464922,5348,4,12107.91054,01-12-2012,342.96,01-12-2012
464939,4041,11,3716.072002,01-01-2013,5.39,01-02-2013
464963,15268,32,30082.99365,01-12-2012,843.92,01-01-2013
464987,20870,23,4258.950707,01-12-2012,124.58,01-12-2012
464997,10862,34,11380.07253,01-12-2012,320.23,01-12-2012
465003,894,4,4942.588095,01-02-2012,1452.9,01-02-2012
465005,11381,33,11061.84041,01-11-2011,4198.03,01-05-2013
465033,2354,14,10293.91292,01-12-2012,305.95,01-04-2016
465034,14533,14,14241.64,01-07-2011,716.88,01-12-2011
465036,19780,24,22708.54882,01-04-2012,5504.09,01-04-2012
465111,5677,23,6055.81083,01-05-2011,3266.3,01-01-2016
465129,4676,16,5272.24719,01-09-2010,6.31,01-09-2010
465138,14953,14,5312.47,01-04-2010,169.01,01-05-2016
465141,3021,23,2409.618217,01-01-2013,71.44,01-09-2014
465145,7975,11,2396.93665,01-11-2012,137.33,01-08-2015
465156,7408,15,11636.42435,01-07-2011,5558.64,01-07-2011
465172,2106,3,2672,01-05-2012,94.02,01-10-2012
465182,0,5,2166.261903,01-07-2010,1657.33,01-08-2010
465209,7790,12,6053.953256,01-12-2012,170.82,01-05-2016
465234,1303,13,10959.29748,01-10-2010,7935.6,01-10-2010
465244,28370,29,5271.215319,01-11-2010,7.55,01-10-2011
465288,15638,34,990.8,01-05-2010,198.81,01-05-2016
465293,9106,11,14752.68481,01-08-2012,1700.32,01-09-2012
465295,25420,25,13489.08592,01-04-2013,5465.72,01-05-2013
465305,30611,22,23976.40874,01-12-2012,698.39,01-06-2013
465349,73241,16,6359.20612,01-12-2012,187.65,01-12-2012
465353,3656,20,25632.75061,01-02-2010,24762.84,01-02-2010
465367,83356,28,5358.792283,01-12-2010,9.93,01-06-2011
465374,1887,41,18568.92628,01-04-2010,1593.47,01-03-2015
465390,1568,20,3697.598917,01-08-2011,1675.43,01-02-2015
465398,17829,33,989.8,01-11-2010,99.41,01-05-2016
465413,10659,15,1220.23,01-11-2010,111.21,01-05-2016
465434,34896,29,18894.31222,01-06-2011,9461.62,01-06-2011
465457,34863,38,26074.22583,01-02-2013,1018.44,01-04-2016
465459,15315,23,11318.26043,01-05-2012,2470.69,01-05-2016
465466,23079,9,8791.34027,01-12-2012,252.28,01-05-2016
465470,8753,28,11870.371,01-05-2012,2891.51,01-05-2012
465492,1068,19,8718.282902,01-01-2013,248.3,01-11-2013
465500,19641,16,12289.27904,01-12-2012,360.55,01-12-2012
465530,6621,9,24095.69003,01-12-2012,708.41,01-04-2016
465535,2035,9,6053.956006,01-12-2012,171.76,01-05-2016
465537,15954,20,13278.66832,01-03-2011,4545.13,01-05-2016
465542,13089,13,9216.93925,01-12-2012,264.34,01-07-2014
465546,14589,18,1180.3,01-03-2011,84.46,01-05-2016
465574,44790,28,29603.43974,01-04-2012,7974.35,01-03-2012
465582,337,28,4495.592708,01-12-2012,127.64,01-04-2013
465586,4533,35,11698.03124,01-12-2012,343.24,01-07-2013
465596,500,12,25166.27588,01-06-2011,12334.8,01-07-2011
465617,11886,11,6236.045613,01-12-2012,183.26,01-12-2012
465656,17161,33,25602.08011,01-09-2010,31.73,01-09-2010
465659,17128,14,20949.80395,01-09-2012,5089.69,01-03-2016
465669,11423,13,17464.37009,01-11-2012,1003.63,01-12-2012
465683,10682,21,15029.53435,01-12-2012,468.56,01-02-2016
465690,6381,15,4195.786064,01-12-2012,120.68,01-08-2015
465694,13030,17,18114.19642,01-07-2012,374.94,01-07-2012
465704,7269,19,6697.839459,01-03-2011,4118.65,01-10-2015
465718,2822,13,4859.010992,01-03-2012,1107.4,01-08-2015
465730,10288,34,11115.92069,01-05-2011,6843.52,01-08-2015
465736,23724,26,18018.31902,01-04-2013,518.38,01-03-2013
465763,491,15,20060.38179,01-12-2012,587.36,01-12-2012
465770,239,32,24821.98991,01-12-2012,711.13,01-01-2015
465776,17035,17,14386.32809,01-12-2012,415.74,01-12-2012
465785,11212,14,9175.499877,01-05-2012,2005.23,01-05-2012
465792,4553,19,13725.2497,01-12-2012,408.83,01-12-2012
465798,5652,23,14313.83973,01-12-2012,437.44,01-12-2014
465806,9092,21,12555.89206,01-12-2012,705.97,01-07-2014
465845,6877,17,13047.6293,01-02-2011,8104.68,01-08-2013
465866,2504,15,1715.643426,01-12-2012,51.71,01-02-2016
465871,5416,10,7889.218111,01-01-2012,2058.84,01-02-2012
465878,3823,18,17157.44833,01-12-2012,512.28,01-12-2012
465881,24119,28,16077.66852,01-12-2012,476.8,01-05-2016
465903,43703,33,30244.9623,01-12-2012,883.36,01-05-2016
465917,51344,41,20940.5132,01-11-2011,7821.18,01-01-2016
465925,1697,13,1220.134427,01-01-2013,3.5,01-08-2013
465929,3368,14,4800.590019,01-05-2011,2554.91,01-02-2015
465949,26324,25,30395.07968,01-12-2012,857.9,01-12-2012
465968,14096,22,11854.66707,01-03-2012,116.38,01-05-2016
466004,1885,20,4071.35,01-05-2012,169.07,01-05-2016
466024,3950,34,8911.519257,01-03-2012,2420.64,01-03-2012
466046,7903,22,6660.274467,01-02-2012,579.93,01-03-2012
466073,126088,28,10241.8395,01-12-2012,289.07,01-12-2012
466079,5948,10,5037.55,,0,01-04-2016
466082,5066,20,6053.95848,01-12-2012,170.91,01-12-2012
466091,8432,33,5031.533073,01-12-2012,146.77,01-02-2014
466099,16486,31,16144.93878,01-07-2010,7492.33,01-05-2016
466126,4646,30,4251.8,01-07-2010,608.42,01-05-2016
466137,21384,33,7001.229103,01-01-2012,2267.29,01-05-2016
466150,5444,15,28507.1426,01-04-2012,60.31,01-05-2016
466211,1825,4,10399.9307,01-11-2012,866.64,01-11-2012
466314,1146,15,4575.06704,01-12-2012,137.86,01-08-2015
466321,27205,22,19012.8894,01-11-2012,1096.64,01-09-2015
466346,7783,20,29695.47003,01-07-2011,49.43,01-01-2013
466377,700,23,13725.86149,01-01-2013,405.63,01-02-2013
466397,4357,13,1836.83,01-07-2010,227.41,01-12-2010
466415,20002,21,3600.04831,01-04-2011,2022.6,01-12-2015
466420,15556,21,17096.44675,01-10-2010,12378.41,01-10-2010
466423,4463,12,5718.845926,01-12-2012,175.8,01-05-2016
466442,6917,14,7688.737484,01-08-2012,1064.74,01-04-2016
466450,233,7,6047.684877,01-04-2012,1476.98,01-05-2012
466453,440,20,12398.16151,01-04-2010,8.17,01-02-2012
466454,13429,20,19621.99002,01-07-2015,356.53,01-07-2015
466459,9082,11,19418.13826,01-12-2012,1062.81,01-05-2016
466465,6383,8,3457.84,01-07-2011,568.96,01-08-2011
466482,10977,13,4088.283046,01-07-2011,1951.76,01-11-2013
466516,18103,17,6637.956694,01-02-2011,12.54,01-02-2011
466600,7565,17,3027.24078,01-12-2012,87.07,01-08-2015
466653,0,10,5010.481654,01-12-2012,160.51,01-04-2016
466698,18632,26,21093.49306,01-05-2011,11134.25,01-05-2016
466720,20574,20,11438.36639,01-12-2012,342.29,01-12-2012
466729,37397,19,6743.839952,01-12-2012,192.34,01-12-2012
466745,6297,12,3240.88415,01-10-2010,6.5,01-05-2012
466750,3294,30,4326.76,01-08-2011,100.98,01-05-2016
466766,30697,16,17759.04221,01-05-2012,3870.63,01-05-2012
466771,7710,25,9360.042261,01-09-2011,3984.22,01-04-2012
466774,696,16,11130.91813,01-02-2012,3329.64,01-09-2014
466799,26701,36,23620.4874,01-12-2012,659.48,01-12-2012
466800,14331,22,14241.08354,01-01-2011,38.24,01-11-2011
466805,13533,21,10718.01222,01-09-2012,1208.01,01-05-2016
466813,13171,27,24819.1729,01-12-2012,726.16,01-12-2012
466817,8989,21,11974.54976,01-08-2012,1019.21,01-04-2014
466834,55072,21,10273.1575,01-12-2012,323.51,01-12-2014
466849,10325,48,10281.30795,01-09-2012,1154.55,01-05-2016
466869,0,5,6509.038125,01-01-2013,314.33,01-01-2016
466935,560,14,2219.182236,01-03-2011,1432.35,01-03-2011
466944,0,16,3467.205135,01-10-2011,15.62,01-12-2015
466956,8057,40,16578.51895,01-06-2011,8498.42,01-10-2015
466965,1451,11,5677.44,01-12-2012,100,01-04-2013
466978,9164,14,11270.31111,01-08-2011,5091.79,01-08-2011
467013,19898,31,14836.41405,01-12-2012,443.44,01-12-2012
467043,10163,15,16798.86971,01-06-2012,2337.14,01-05-2012
467056,4815,12,7859.907742,01-01-2013,15.3,01-02-2013
467078,4779,51,13625.50825,01-04-2012,3356.62,01-02-2015
467099,8118,48,17157.69205,01-12-2012,521.61,01-05-2016
467145,17267,39,10561.69898,01-10-2012,888.43,01-11-2012
467154,4659,16,4914.392561,01-03-2011,2918.44,01-03-2011
467182,31141,28,3243.67,01-07-2010,397.15,01-01-2016
467219,0,3,296.23,01-06-2010,122,01-11-2010
467256,14581,13,7666.435057,01-12-2012,223.87,01-12-2012
467274,22093,32,21177.72371,01-07-2012,3467.22,01-06-2014
467282,17109,12,17900.70528,01-01-2012,5744.65,01-02-2012
467292,2367,4,392.95,01-01-2010,173.23,01-07-2010
467302,6453,17,5719.18047,01-12-2012,171.02,01-12-2012
467304,20385,16,5619.647691,01-12-2012,158.35,01-12-2012
467310,1366,15,3632.631278,01-12-2012,103.8,01-12-2012
467316,4434,8,5437.562534,01-09-2010,4093.91,01-01-2011
467321,2456,7,4275.763171,01-03-2012,654.57,01-05-2016
467359,9943,15,10669.91386,01-12-2012,310.29,01-12-2012
467364,7404,10,29216.79188,01-12-2012,864.02,01-12-2012
467387,0,20,19356.54011,01-09-2011,1322.87,01-09-2011
467564,3629,15,20584.0758,01-12-2012,578.93,01-12-2013
467572,9470,58,11917.6922,01-02-2012,3514.43,01-05-2015
467583,27735,16,1995.18,01-07-2010,333,01-02-2016
467601,5365,5,18801.85832,01-12-2012,527.68,01-12-2012
467634,0,11,4427.6,01-01-2011,225.2,01-05-2016
467657,14822,8,1350.12,01-04-2010,338.01,01-05-2016
467659,1821,13,7277.648024,01-07-2010,7.68,01-10-2012
467660,12609,27,17759.03639,01-06-2012,3885.59,01-05-2012
467679,57542,63,5694.731054,01-12-2012,76.6,01-02-2013
467690,7044,16,16533.03053,01-12-2012,460.76,01-12-2012
467713,3971,39,9637.7,01-08-2012,310.28,01-08-2012
467716,4806,22,11023.88526,01-03-2012,3250.93,01-05-2016
467735,17768,28,12342.93126,01-03-2012,3294.24,01-05-2016
467760,4167,35,10176.71169,01-02-2012,3006.51,01-05-2016
467762,966,6,12350.42976,01-12-2012,369.21,01-02-2013
467770,11147,25,12595.69477,01-12-2012,370.08,01-12-2012
467811,12115,40,15361.96729,01-12-2012,452.88,01-12-2012
467830,4022,22,8941.247589,01-03-2011,4307.61,01-03-2011
467846,0,4,3122.670752,01-08-2012,425.44,01-08-2012
467851,4877,11,13196.37777,01-07-2012,2173.06,01-08-2012
467857,23369,22,18108.92774,01-09-2012,2480.25,01-02-2015
467871,8039,7,10171.39086,01-12-2012,290.58,01-12-2012
467881,1847,40,15479.78186,01-05-2012,3357.84,01-04-2016
467890,20531,35,7301.471694,01-12-2012,215.86,01-05-2016
467930,17506,24,21535.92619,01-08-2011,9692.8,01-12-2015
467938,2177,20,5962.501316,01-11-2012,351.31,01-08-2013
467940,9519,49,10234.66745,01-12-2012,67.06,01-12-2012
467951,543,12,3543.271491,01-12-2012,99.35,01-12-2012
467968,32484,63,25603.65199,01-03-2010,24742.65,01-10-2015
467969,6683,23,6606.4,01-10-2010,599.4,01-04-2011
467971,21476,28,12229.69151,01-12-2012,373.91,01-12-2012
467986,5134,9,4400.36,01-04-2011,359.76,01-05-2016
467991,7786,10,7850.681452,01-12-2010,9.13,01-11-2014
467996,284,39,8535.136967,01-12-2012,240.96,01-03-2016
468011,18131,25,9978.237682,01-12-2012,298.7,01-01-2013
468024,1594,3,3248.387775,01-01-2010,3248.92,01-02-2010
468025,7739,31,5639.779382,01-01-2012,1834.08,01-02-2012
468026,43312,44,9686.869341,01-12-2012,276.39,01-10-2015
468045,4961,3,7309.196119,01-10-2012,147.5,01-09-2012
468057,3024,13,5234.937341,01-06-2010,4575.39,01-06-2010
468067,9993,13,7019.392648,01-01-2012,13.4,01-01-2012
468072,6273,8,12307.10298,01-03-2011,127.69,01-03-2011
468076,8661,15,4666.024146,01-03-2012,692.22,01-04-2015
468082,0,46,3144.477225,01-01-2011,4.45,01-05-2016
468097,2079,51,3263.67086,01-04-2010,941.38,01-08-2011
468101,490,11,1683.822492,01-07-2010,0.35,01-07-2010
468102,14878,23,2374.527466,01-05-2011,1269.67,01-05-2011
468106,9033,34,10021.0484,01-01-2013,318.29,01-12-2012
468111,4082,14,11601.57964,01-03-2011,6729.99,01-03-2011
468112,14103,21,6826.491541,01-12-2012,198.29,01-07-2013
468117,72682,20,22748.66387,01-03-2011,14.01,01-05-2016
468125,2041,17,3834.567823,01-01-2013,116.76,01-12-2012
468128,4202,24,1014.781742,01-03-2010,983.25,01-03-2010
468168,17069,63,1007.19,01-01-2010,1007.35,01-03-2013
468188,6890,24,6669.607638,01-01-2013,201.47,01-12-2012
468195,64394,16,21579.16522,01-01-2013,618.67,01-02-2016
468196,4365,21,13657.46356,01-12-2010,9546.7,01-05-2016
468200,9605,17,5966.4,01-03-2011,250.34,01-05-2016
468201,1113,23,29822.34338,01-12-2012,883.09,01-03-2015
468210,7473,23,9638.454225,01-01-2013,285.35,01-02-2013
468215,19048,67,29860.52765,01-12-2011,10368.91,01-04-2015
468257,8103,16,9015.473094,01-07-2012,174.1,01-04-2016
468261,7834,21,15507.94803,01-12-2012,465.82,01-06-2013
468274,7679,16,4577.652052,01-06-2011,1427.08,01-05-2011
468280,0,7,4841.144963,01-01-2011,8.3,01-03-2016
468315,2188,19,2730.6,01-07-2011,151.93,01-05-2016
468325,2890,16,11380.13789,01-12-2012,320.55,01-12-2012
468350,1641,9,1012.34,01-03-2010,912.41,01-02-2010
468366,1940,21,2922.210116,01-01-2013,82.76,01-12-2012
468378,18061,10,24698.38751,01-01-2013,721.23,01-05-2016
468396,9649,55,6607.343691,01-12-2011,2517.5,01-01-2015
468400,7729,20,10863.355,01-10-2011,199.75,01-10-2011
468409,3062,10,1230.5,01-06-2010,350,01-11-2010
468416,4809,16,13402.96962,01-03-2011,2562.45,01-03-2016
468463,3441,17,11810.43836,01-01-2013,331.05,01-05-2016
468494,8109,20,3650.507913,01-01-2013,104.99,01-07-2015
468507,43724,31,6442.00122,01-07-2010,5223.86,01-01-2016
468516,8873,15,5954.461152,01-10-2012,670.03,01-09-2012
468535,1781,6,2941.496148,01-08-2012,481.87,01-11-2015
468546,2032,10,14602.616,01-01-2013,427.4,01-12-2012
468550,1999,8,4605.43,01-03-2012,364.68,01-07-2015
468564,16799,17,19761.65769,01-01-2013,596.45,01-05-2016
468565,811,12,9880.889159,01-01-2013,300.46,01-12-2012
468566,32213,27,7752.88385,01-08-2012,14.07,01-05-2016
468575,714,11,4651.288992,01-05-2012,1135.51,01-03-2016
468586,0,12,17715.84322,01-01-2013,496.77,01-12-2012
468599,18003,65,17142.37164,01-08-2012,2835.7,01-03-2014
468601,12174,32,5565.483344,01-03-2012,1664.98,01-02-2012
468616,2271,33,3072.324019,01-01-2013,88.76,01-03-2016
468626,3449,6,1235.142984,01-01-2013,37.47,01-05-2016
468633,44084,25,5823.685878,01-09-2011,2630.43,01-04-2016
468680,12077,13,11438.39581,01-01-2013,346.1,01-10-2013
468706,13263,33,29919.99996,01-10-2012,3307.04,01-10-2012
468709,373,6,8397.574647,01-12-2011,2907.34,01-12-2011
468724,603,24,1007.2,01-02-2010,1007.37,01-07-2011
468735,21006,15,13107.61422,01-10-2010,19.53,01-12-2013
468738,29988,26,17847.03515,01-12-2011,6669.26,01-04-2016
468753,692,19,11149.82,01-09-2011,540.32,01-01-2012
468754,11117,24,14149.95061,01-09-2011,7100.85,01-10-2011
468758,1316,15,2402.076116,01-01-2013,72.95,01-03-2014
468777,11969,8,13833.29653,01-01-2013,419.58,01-02-2013
468791,4159,9,5901.984999,01-07-2012,1130.42,01-11-2013
468796,10241,25,23976.97881,01-01-2013,691.15,01-12-2012
468810,9956,40,13440.04329,01-12-2011,5007.83,01-05-2016
468812,21589,8,17606.42674,01-06-2010,12529.95,01-04-2016
468817,27016,23,5337.67,01-11-2010,151.76,01-04-2011
468826,3575,31,1027.6,01-06-2010,0.24,01-05-2010
468837,23,12,1007.2,01-02-2010,1007.36,01-01-2010
468866,3098,5,18526.24311,01-01-2013,566.18,01-02-2013
468874,2907,13,4046.180223,01-01-2013,115.15,01-12-2012
468885,1442,3,3586.11327,01-03-2012,574,01-02-2012
468892,2740,32,13726.15542,01-01-2013,416.27,01-12-2012
468894,23333,14,20252.02437,01-01-2013,617.77,01-12-2012
468904,22915,28,29523.69348,01-03-2012,32.4,01-02-2015
468909,4212,14,8401.648068,01-09-2012,54.92,01-10-2014
468920,37175,48,8920.54958,01-01-2011,10.38,01-05-2016
468945,9832,29,9683.473385,01-12-2012,542.75,01-12-2012
468960,12003,21,2672.304042,01-04-2011,7.4,01-04-2011
468980,1920,9,3166.013624,01-02-2013,66.9,01-03-2014
468987,13486,22,30335.41972,01-10-2011,12782.3,01-04-2016
468988,1498,17,3723.487938,01-01-2013,106.82,01-08-2014
468994,2041,14,2241.2,01-04-2012,82.34,01-08-2012
469002,86,7,11929.30084,01-01-2013,363.48,01-05-2016
469010,2077,8,2944.03,01-04-2011,184.49,01-09-2011
469025,6444,17,9543.295721,01-04-2011,5612.48,01-05-2016
469034,442,15,14275.43153,01-06-2012,3101.85,01-08-2014
469044,11028,15,10673.21839,01-11-2010,7689.47,01-11-2010
469047,8334,38,5590.756288,01-01-2013,163.87,01-12-2012
469056,9201,16,14166.97232,01-01-2013,400.36,01-12-2012
469061,660,5,3686.808793,01-01-2013,107.78,01-07-2014
469070,5338,16,5972.022898,01-08-2011,835.19,01-08-2011
469077,2917,22,8668.301447,01-05-2011,4925.57,01-05-2011
469094,9218,12,19823.53349,01-01-2013,211.46,01-05-2016
469107,7327,7,2988.2,01-11-2010,299.43,01-04-2016
469108,15122,17,17974.28019,01-05-2012,4362.94,01-04-2016
469109,1318,8,17479.33781,01-12-2011,6494.51,01-12-2011
469115,93597,43,24945.54997,01-01-2013,743.4,01-04-2016
469156,53860,30,6231.784385,01-11-2012,302.55,01-05-2016
469218,13719,8,16783.80012,01-01-2013,481.39,01-12-2012
469256,2182,20,7222.545535,01-11-2012,611.47,01-02-2015
469258,3855,15,6532.61813,01-09-2011,1477.1,01-02-2012
469289,8751,14,10643.94,01-08-2012,339.69,01-12-2012
469298,2387,29,1093.018322,01-09-2011,504.19,01-10-2011
469341,45340,14,6163.775244,01-09-2012,854.67,01-09-2012
469349,3990,20,1186.929521,01-01-2013,36.3,01-12-2012
469353,425,16,14005.84339,01-01-2011,7773.74,01-06-2015
469382,18115,14,13726.20137,01-01-2013,416.32,01-04-2016
469405,258,6,10898.73,01-09-2012,27.39,01-02-2013
469409,29,13,17820.6,01-03-2011,541.4,01-05-2016
469460,7937,47,13726.06688,01-01-2013,411.49,01-02-2016
469463,10433,27,20390.84599,01-05-2011,11412.43,01-05-2011
469471,2771,27,6205.976327,01-01-2013,180.95,01-01-2016
469524,6143,16,4355.57,01-09-2011,230,01-03-2012
469536,13580,49,31181.3811,01-01-2013,908.07,01-12-2012
469546,3768,34,5863.591149,01-06-2012,1271.9,01-06-2012
469552,26418,31,8500.1,01-08-2011,201,01-04-2016
469601,15333,17,1816.373371,01-01-2013,52.11,01-12-2015
469667,5802,4,1259.612577,01-01-2013,38.57,01-12-2012
469679,25641,13,18435.45689,01-01-2013,535.85,01-04-2016
469681,7353,37,16048.05525,01-03-2012,32.59,01-03-2016
469683,2217,4,211,01-04-2010,49.46,01-09-2010
469684,3722,3,8616.124601,01-12-2011,3186.4,01-12-2011
